"city_dev","gender","expenience","university","edu_level","major","expenience_year","company_size","company_type","jobs","train_hours","target","train_hours_scale","expenience_year_new"
0.802,"Male","No relevent experience","enrollment","High School","STEM",5,"1000-4999","Pvt Ltd","1",2,0,0.693147180559945,3
0.91,"Male","No relevent experience","no_enrollment","Graduate","Other",0,"50-99","Pvt Ltd","1",72,0,4.27666611901606,1
0.624,"Male","Has relevent experience","enrollment","Masters","STEM",6,"Other","Pvt Ltd","4",76,1,4.33073334028633,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"50-99","Pvt Ltd","never",30,0,3.40119738166216,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"100-500","Pvt Ltd",">4",34,0,3.52636052461616,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"Other","Pvt Ltd","1",30,0,3.40119738166216,1
0.91,"Male","No relevent experience","no_enrollment","Primary School","STEM",0,"Other","Pvt Ltd","never",31,0,3.43398720448515,1
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",16,"10/49","Pvt Ltd","1",113,0,4.72738781871234,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"50-99","Pvt Ltd","4",196,0,5.27811465923052,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Other","4",75,0,4.31748811353631,3
0.926,"Male","No relevent experience","enrollment","Graduate","STEM",10,"<10","Pvt Ltd","2",58,0,4.06044301054642,3
0.887,"Male","No relevent experience","enrollment","Graduate","STEM",3,"Other","Pvt Ltd","never",54,0,3.98898404656427,2
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"10000+","Pvt Ltd","1",16,1,2.77258872223978,3
0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"50-99","Pvt Ltd",">4",26,0,3.25809653802148,3
0.624,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","never",302,0,5.71042701737487,2
0.92,"Other","No relevent experience","no_enrollment","Graduate","STEM",3,"Other","Pvt Ltd","1",77,1,4.34380542185368,2
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"100-500","Other",">4",50,0,3.91202300542815,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"<10","Pvt Ltd","2",29,0,3.36729582998647,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"100-500","Other","1",109,0,4.69134788222914,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"50-99","Pvt Ltd",">4",33,0,3.49650756146648,3
0.698,"Male","No relevent experience","enrollment","High School","STEM",2,"<10","Other","never",43,0,3.76120011569356,2
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"100-500","Pvt Ltd",">4",39,0,3.66356164612965,3
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",0,"Other","Pvt Ltd","1",4,1,1.38629436111989,1
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",15,"10/49","Other","2",112,0,4.71849887129509,3
0.55,"Male","Has relevent experience","enrollment","Primary School","STEM",21,"<10","Other","1",62,1,4.12713438504509,3
0.91,"Other","Has relevent experience","no_enrollment","Masters","STEM",11,"10000+","Pvt Ltd",">4",52,0,3.95124371858143,3
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd",">4",70,0,4.24849524204936,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"100-500","Pvt Ltd",">4",30,0,3.40119738166216,3
0.91,"Male","No relevent experience","enrollment","Graduate","STEM",8,"Other","Pvt Ltd","1",52,1,3.95124371858143,3
0.897,"Male","Has relevent experience","enrollment","Graduate","STEM",4,"Other","Pvt Ltd","1",106,0,4.66343909411207,2
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"10/49","Pvt Ltd","1",22,0,3.09104245335832,2
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",5,"Other","Pvt Ltd","1",58,1,4.06044301054642,3
0.698,"Male","No relevent experience","enrollment","Graduate","STEM",2,"100-500","Pvt Ltd","1",145,0,4.97673374242057,2
0.92,"Male","No relevent experience","no_enrollment","Graduate","Other",21,"50-99","Pvt Ltd","1",9,0,2.19722457733622,3
0.68,"Male","No relevent experience","no_enrollment","Graduate","STEM",10,"5000-9999","Pvt Ltd","2",32,0,3.46573590279973,3
0.91,"Male","No relevent experience","enrollment","Masters","STEM",4,"Other","Other","1",184,0,5.21493575760899,2
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"10/49","Other","never",4,0,1.38629436111989,3
0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"Other","Pvt Ltd",">4",298,0,5.6970934865054,3
0.939,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"100-500","Pvt Ltd",">4",57,0,4.04305126783455,3
0.55,"Male","Has relevent experience","enrollment","Graduate","STEM",9,"10/49","Pvt Ltd",">4",14,0,2.63905732961526,3
0.763,"Male","Has relevent experience","enrollment","Masters","STEM",2,"50-99","Pvt Ltd","never",55,0,4.00733318523247,2
0.926,"Male","No relevent experience","no_enrollment","Phd","STEM",14,"500-999","Other","1",46,0,3.8286413964891,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10/49","Pvt Ltd","1",43,1,3.76120011569356,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Pvt Ltd",">4",61,1,4.11087386417331,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"500-999","Pvt Ltd","2",26,0,3.25809653802148,3
0.92,"Other","Has relevent experience","no_enrollment","Masters","STEM",7,"10000+","Pvt Ltd","2",37,0,3.61091791264422,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",4,"100-500","Pvt Ltd","1",60,0,4.0943445622221,2
0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"Other","Pvt Ltd",">4",96,0,4.56434819146784,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10/49","Other","2",53,0,3.97029191355212,3
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",4,"Other","Pvt Ltd","never",41,1,3.71357206670431,2
0.804,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"500-999","Pvt Ltd","never",242,0,5.48893772615669,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd","1",102,0,4.62497281328427,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"Other","Pvt Ltd","1",18,0,2.89037175789616,3
0.558,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"Other","Pvt Ltd","1",50,1,3.91202300542815,3
0.762,"Male","No relevent experience","no_enrollment","Graduate","STEM",4,"Other","Pvt Ltd","never",51,1,3.93182563272433,2
0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"50-99","Pvt Ltd","3",28,0,3.3322045101752,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",2,"<10","Pvt Ltd","1",11,1,2.39789527279837,2
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",7,"1000-4999","Pvt Ltd","4",33,0,3.49650756146648,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","2",70,0,4.24849524204936,3
0.926,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"Other","Pvt Ltd","2",51,0,3.93182563272433,3
0.55,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","1",10,0,2.30258509299405,2
0.698,"Male","No relevent experience","no_enrollment","Masters","STEM",7,"100-500","Pvt Ltd","3",8,0,2.07944154167984,3
0.925,"Other","Has relevent experience","no_enrollment","Masters","STEM",19,"10000+","Pvt Ltd","never",24,0,3.17805383034795,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"10000+","Pvt Ltd","3",20,0,2.99573227355399,3
0.89,"Male","Has relevent experience","enrollment","High School","STEM",6,"50-99","Pvt Ltd","1",36,0,3.58351893845611,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"50-99","Pvt Ltd","2",56,0,4.02535169073515,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","1",17,0,2.83321334405622,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"Other","Pvt Ltd","1",59,0,4.07753744390572,3
0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",19,"Other","Pvt Ltd","1",56,0,4.02535169073515,3
0.843,"Male","No relevent experience","enrollment","Graduate","STEM",5,"Other","Pvt Ltd","never",13,1,2.56494935746154,3
0.91,"Male","No relevent experience","enrollment","Graduate","STEM",2,"Other","Pvt Ltd","1",42,1,3.73766961828337,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"50-99","Pvt Ltd","1",10,1,2.30258509299405,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"Other","Pvt Ltd","1",130,0,4.86753445045558,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd","3",108,0,4.68213122712422,3
0.897,"Male","No relevent experience","enrollment","Masters","Other",5,"Other","Pvt Ltd","1",21,0,3.04452243772342,3
0.698,"Male","Has relevent experience","enrollment","Graduate","STEM",4,"Other","Pvt Ltd","1",26,1,3.25809653802148,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"50-99","Other","1",81,1,4.39444915467244,3
0.691,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"100-500","Other","2",26,0,3.25809653802148,2
0.556,"Male","Has relevent experience","enrollment","Graduate","STEM",1,"500-999","Pvt Ltd","never",46,0,3.8286413964891,2
0.855,"Other","Has relevent experience","enrollment","Masters","STEM",7,"Other","Pvt Ltd","1",24,0,3.17805383034795,3
0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",4,"Other","Pvt Ltd","never",7,0,1.94591014905531,2
0.754,"Male","Has relevent experience","no_enrollment","High School","STEM",0,"Other","Pvt Ltd","never",23,0,3.13549421592915,1
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",8,"1000-4999","Other","3",57,0,4.04305126783455,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","1",77,0,4.34380542185368,3
0.738,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"10000+","Pvt Ltd","1",24,0,3.17805383034795,2
0.624,"Male","Has relevent experience","enrollment","Masters","STEM",1,"50-99","Pvt Ltd","1",8,1,2.07944154167984,2
0.91,"Male","No relevent experience","no_enrollment","Primary School","STEM",3,"Other","Pvt Ltd","never",48,0,3.87120101090789,2
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",1,"1000-4999","Other","1",46,0,3.8286413964891,2
0.92,"Male","Has relevent experience","enrollment","High School","STEM",6,"Other","Pvt Ltd","2",8,1,2.07944154167984,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","2",152,1,5.02388052084628,3
0.926,"Male","No relevent experience","no_enrollment","Masters","Other",7,"10000+","Pvt Ltd","1",19,0,2.94443897916644,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"500-999","Pvt Ltd","4",21,0,3.04452243772342,3
0.939,"Male","Has relevent experience","no_enrollment","High School","STEM",5,"10000+","Pvt Ltd","never",210,0,5.34710753071747,3
0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"Other","Pvt Ltd","1",28,0,3.3322045101752,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Pvt Ltd","1",10,1,2.30258509299405,2
0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",21,"Other","Pvt Ltd","1",170,1,5.13579843705026,3
0.804,"Other","No relevent experience","no_enrollment","Graduate","STEM",18,"100-500","Pvt Ltd",">4",72,0,4.27666611901606,3
0.666,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"Other","Pvt Ltd","3",44,0,3.78418963391826,2
0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",20,"1000-4999","Other",">4",69,0,4.23410650459726,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"100-500","Pvt Ltd","1",22,0,3.09104245335832,3
0.866,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"100-500","Pvt Ltd","1",36,0,3.58351893845611,3
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",6,"10/49","Pvt Ltd","never",22,1,3.09104245335832,3
0.804,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","1",89,1,4.48863636973214,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd","never",57,0,4.04305126783455,3
0.924,"Male","No relevent experience","no_enrollment","Phd","STEM",16,"100-500","Pvt Ltd","1",332,1,5.80513496891649,3
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Other","1",88,0,4.47733681447821,2
0.727,"Male","No relevent experience","enrollment","Primary School","STEM",7,"Other","Pvt Ltd","1",22,1,3.09104245335832,3
0.89,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"1000-4999","Pvt Ltd","never",29,0,3.36729582998647,3
0.92,"Other","Has relevent experience","enrollment","Graduate","STEM",5,"100-500","Pvt Ltd","2",23,0,3.13549421592915,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"100-500","Other","2",51,1,3.93182563272433,2
0.895,"Male","Has relevent experience","enrollment","High School","STEM",6,"1000-4999","Pvt Ltd","4",22,0,3.09104245335832,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","4",35,0,3.55534806148941,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10/49","Pvt Ltd","2",15,0,2.70805020110221,2
0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"10000+","Pvt Ltd","1",27,0,3.29583686600433,2
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"50-99","Other","never",314,0,5.74939298590825,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"50-99","Pvt Ltd","4",54,0,3.98898404656427,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"10000+","Pvt Ltd","1",14,1,2.63905732961526,2
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",19,"50-99","Pvt Ltd","1",25,0,3.2188758248682,3
0.925,"Other","Has relevent experience","no_enrollment","Phd","STEM",21,"100-500","Other","2",28,0,3.3322045101752,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10/49","Other","1",57,0,4.04305126783455,2
0.666,"Male","Has relevent experience","no_enrollment","Graduate","Other",19,"<10","Pvt Ltd","1",334,0,5.8111409929767,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd",">4",56,0,4.02535169073515,3
0.939,"Male","No relevent experience","no_enrollment","Graduate","STEM",15,"<10","Pvt Ltd",">4",114,0,4.7361984483945,3
0.579,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"<10","Pvt Ltd","1",20,1,2.99573227355399,2
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",32,0,3.46573590279973,3
0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","2",7,0,1.94591014905531,3
0.802,"Male","Has relevent experience","enrollment","Graduate","Other",3,"Other","Pvt Ltd","1",25,0,3.2188758248682,2
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",86,1,4.45434729625351,3
0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Other","4",99,0,4.59511985013459,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",8,"10000+","Pvt Ltd","2",20,1,2.99573227355399,3
0.91,"Male","No relevent experience","no_enrollment","High School","STEM",8,"10000+","Pvt Ltd",">4",188,1,5.23644196282995,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"500-999","Pvt Ltd","2",110,0,4.70048036579242,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",8,"50-99","Pvt Ltd","3",57,1,4.04305126783455,3
0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"<10","Other","1",38,1,3.63758615972639,2
0.796,"Male","Has relevent experience","enrollment","Graduate","STEM",6,"50-99","Other","1",18,0,2.89037175789616,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",4,"5000-9999","Pvt Ltd","1",28,0,3.3322045101752,2
0.897,"Male","No relevent experience","no_enrollment","Masters","STEM",11,"1000-4999","Pvt Ltd","2",8,0,2.07944154167984,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",0,"10/49","Pvt Ltd","1",100,1,4.60517018598809,1
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"10000+","Pvt Ltd","1",8,0,2.07944154167984,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"10/49","Pvt Ltd","2",26,0,3.25809653802148,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"500-999","Pvt Ltd","2",55,0,4.00733318523247,3
0.926,"Male","Has relevent experience","enrollment","High School","STEM",5,"50-99","Other","2",163,0,5.09375020080676,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"10000+","Pvt Ltd","4",51,0,3.93182563272433,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",15,"100-500","Other","1",106,0,4.66343909411207,3
0.893,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"Other","Pvt Ltd","1",45,1,3.80666248977032,2
